ID,User ID,Product ID,Subtotal,Tax,Total,Discount ($),Created At,Quantity
6795,Margret Johnston,Heavy-Duty Copper Watch,83.5,3.34,86.84,,"agosto 23, 2024, 7:04 PM",5
6796,Margret Johnston,Gorgeous Wooden Car,81.58,3.26,84.84,,"abril 16, 2023, 1:16 PM",2
6797,Margret Johnston,Durable Aluminum Bag,110.93,4.44,115.37,,"setembro 16, 2024, 8:14 AM",5
6798,Margret Johnston,Lightweight Copper Wallet,68.32,2.73,71.05,,"junho 19, 2024, 9:14 PM",5
6799,Margret Johnston,Gorgeous Marble Computer,93.28,3.73,97.01,,"setembro 25, 2024, 4:31 AM",2
6800,Margret Johnston,Small Marble Shoes,105.12,4.2,109.32,,"março 8, 2026, 12:48 PM",0
6801,Margret Johnston,Synergistic Steel Chair,75.09,3,78.09,,"outubro 21, 2022, 10:42 AM",27
6802,Margret Johnston,Mediocre Leather Computer,67.34,2.69,70.03,,"dezembro 13, 2023, 1:29 PM",1
6803,Margret Johnston,Mediocre Wooden Bench,110.93,4.44,115.37,,"julho 16, 2025, 8:13 PM",4
6804,Margret Johnston,Incredible Concrete Keyboard,123.12,4.92,128.04,,"fevereiro 27, 2024, 12:50 AM",2
6805,Margret Johnston,Heavy-Duty Linen Toucan,70.15,2.81,72.96,,"junho 4, 2024, 5:38 AM",6
6806,Margret Johnston,Ergonomic Aluminum Plate,68.12,2.72,70.84,,"setembro 29, 2025, 9:12 AM",5
6807,Margret Johnston,Heavy-Duty Copper Gloves,30.62,1.22,31.84,,"setembro 9, 2024, 4:06 AM",4
6808,Margret Johnston,Rustic Rubber Knife,65.09,2.6,67.69,,"outubro 3, 2025, 9:15 PM",3
6809,Margret Johnston,Enormous Aluminum Clock,48.9,1.96,50.86,,"outubro 27, 2024, 1:30 PM",3
6810,Margret Johnston,Durable Marble Watch,68.62,2.74,71.36,,"novembro 27, 2024, 12:43 AM",1
6811,Margret Johnston,Ergonomic Marble Computer,46.9,1.88,48.78,,"novembro 10, 2023, 3:40 PM",2
6812,Margret Johnston,Gorgeous Copper Knife,33.57,1.34,34.91,,"outubro 8, 2025, 1:34 AM",42
6813,Margret Johnston,Lightweight Bronze Table,81.88,3.28,85.16,,"fevereiro 19, 2024, 3:23 PM",1
6814,Margret Johnston,Incredible Silk Shoes,131.43,5.26,136.69,,"janeiro 15, 2026, 9:37 AM",1
6815,Margret Johnston,Synergistic Wool Coat,128.55,5.14,133.69,,"julho 12, 2025, 1:56 PM",2
6816,Margret Johnston,Mediocre Silk Bottle,112.42,4.5,116.92,,"janeiro 5, 2026, 11:34 PM",1
6817,Oscar Olson,Rustic Rubber Knife,65.09,4.48,69.57,,"abril 4, 2024, 11:20 AM",3
6818,Oscar Olson,Durable Leather Wallet,105.08,7.22,112.3,,"maio 17, 2025, 12:57 AM",4
6819,Oscar Olson,Incredible Granite Toucan,53.41,3.67,57.08,,"setembro 18, 2023, 11:39 AM",3
6820,Oscar Olson,Heavy-Duty Copper Toucan,76.83,5.28,82.11,,"abril 30, 2023, 2:56 AM",2
6821,Oscar Olson,Enormous Leather Wallet,57.92,3.98,61.9,,"setembro 18, 2025, 6:55 PM",3
6822,Oscar Olson,Ergonomic Granite Bottle,67.77,4.66,72.43,,"dezembro 20, 2024, 1:51 AM",2
6823,Oscar Olson,Fantastic Steel Knife,35.15,2.42,37.57,,"outubro 21, 2022, 2:48 PM",7
6824,Oscar Olson,Mediocre Rubber Shoes,95.77,6.58,102.35,,"março 19, 2026, 11:00 AM",1
6825,Oscar Olson,Heavy-Duty Cotton Bottle,128.82,8.86,137.68,,"agosto 30, 2024, 8:34 AM",8
6826,Oscar Olson,Fantastic Steel Knife,35.15,2.42,37.57,,"outubro 4, 2023, 3:41 AM",7
6827,Oscar Olson,Lightweight Wool Computer,84.03,5.78,89.81,,"dezembro 25, 2023, 9:02 AM",2
6828,Oscar Olson,Sleek Leather Table,73.65,5.06,78.71,,"agosto 31, 2023, 12:42 PM",8
6829,Oscar Olson,Lightweight Steel Watch,76.78,5.28,79.36,2.70,"julho 18, 2024, 10:03 AM",4
6830,Oscar Olson,Enormous Granite Bottle,30.54,2.1,32.64,,"junho 13, 2023, 11:55 AM",6
6831,Oscar Olson,Sleek Wool Wallet,118.05,8.12,126.17,,"agosto 19, 2025, 1:20 PM",8
6832,Oscar Olson,Synergistic Copper Computer,33.88,2.33,29.01,7.20,"maio 11, 2025, 6:48 AM",5
6833,Oscar Olson,Small Copper Plate,66.44,4.57,71.01,,"julho 30, 2022, 3:37 AM",4
6834,Conrad King,Ergonomic Plastic Bench,33.59,1.72,35.31,,"outubro 3, 2023, 3:52 PM",4
6835,Conrad King,Gorgeous Linen Bottle,117.26,6.01,123.27,,"agosto 4, 2024, 2:23 PM",6
6836,Conrad King,Incredible Plastic Watch,75.97,3.89,79.86,,"setembro 23, 2023, 4:59 PM",6
6837,Conrad King,Incredible Granite Toucan,80.11,4.11,84.22,,"julho 9, 2025, 11:46 AM",6
6838,Agnes Braun,Aerodynamic Leather Computer,66.8,4.68,71.48,,"novembro 2, 2025, 4:51 AM",2
6839,Agnes Braun,Enormous Granite Bottle,45.8,3.21,49.01,,"setembro 10, 2025, 3:59 AM",3
6840,Agnes Braun,Practical Wool Hat,83.5,5.84,89.34,,"setembro 29, 2022, 2:12 PM",4
6841,Agnes Braun,Synergistic Copper Computer,33.88,2.37,36.25,,"dezembro 20, 2024, 1:50 AM",2
6842,Agnes Braun,Lightweight Leather Gloves,66.07,4.62,70.69,,"setembro 27, 2025, 2:07 PM",4
6843,Agnes Braun,Aerodynamic Concrete Lamp,70.15,4.91,75.06,,"dezembro 24, 2024, 12:13 AM",2
6844,Agnes Braun,Incredible Bronze Wallet,81.88,5.73,87.61,,"outubro 7, 2025, 5:46 AM",4
6845,Agnes Braun,Gorgeous Paper Bag,97.7,6.84,104.54,,"fevereiro 24, 2025, 5:32 PM",2
6846,Agnes Braun,Sleek Aluminum Watch,89.2,6.24,95.44,,"setembro 14, 2025, 7:52 PM",5
6847,Agnes Braun,Awesome Wool Bench,61.2,4.28,63.71,1.77,"maio 16, 2025, 5:12 AM",3
6848,Agnes Braun,Durable Leather Wallet,105.08,7.36,112.44,,"setembro 16, 2025, 8:34 PM",3
6849,Agnes Braun,Ergonomic Leather Pants,33.57,2.35,35.92,,"fevereiro 20, 2024, 8:59 PM",1
6850,Agnes Braun,Durable Wool Toucan,53.64,3.75,39.73,17.66,"dezembro 14, 2024, 9:56 AM",1
6851,Agnes Braun,Awesome Plastic Watch,34.09,2.39,34.71,1.77,"setembro 30, 2023, 1:47 PM",3
6852,Archibald Lowe,Lightweight Paper Bottle,81.9,6.14,88.04,,"setembro 26, 2025, 1:14 PM",4
6853,Archibald Lowe,Mediocre Cotton Coat,71.54,5.37,76.91,,"maio 8, 2024, 3:29 AM",3
6854,Archibald Lowe,Incredible Plastic Chair,54.58,4.09,58.67,,"março 29, 2023, 7:48 AM",1
6855,Archibald Lowe,Lightweight Wool Computer,84.03,6.3,90.33,,"dezembro 16, 2023, 1:27 AM",2
6856,Archibald Lowe,Awesome Concrete Shoes,37.65,2.82,40.47,,"maio 2, 2025, 8:56 AM",2
6857,Archibald Lowe,Gorgeous Marble Plate,99.85,7.49,107.34,,"novembro 24, 2024, 4:06 PM",2
6858,Archibald Lowe,Aerodynamic Bronze Hat,61.2,4.59,65.79,,"agosto 22, 2025, 12:15 PM",7
6859,Laura Bahringer,Heavy-Duty Rubber Gloves,47.59,2.62,50.21,,"outubro 17, 2025, 9:32 PM",6
6860,Laura Bahringer,Rustic Iron Keyboard,74.41,4.09,71.37,7.13,"junho 28, 2023, 11:12 PM",7
6861,Laura Bahringer,Practical Bronze Computer,58.31,3.21,61.52,,"novembro 20, 2023, 4:42 AM",3
6862,Laura Bahringer,Rustic Copper Hat,25.54,1.4,26.94,,"dezembro 20, 2022, 7:43 AM",1
6863,Laura Bahringer,Awesome Granite Car,50.43,2.77,50.58,2.63,"abril 9, 2023, 1:04 PM",2
6864,Laura Bahringer,Fantastic Silk Bottle,136.16,7.49,143.65,,"setembro 7, 2024, 12:53 PM",3
6865,Laura Bahringer,Sleek Plastic Shoes,138.98,7.64,146.62,,"junho 15, 2024, 9:04 PM",6
6866,Laura Bahringer,Lightweight Bronze Table,81.88,4.5,86.38,,"dezembro 15, 2025, 2:12 AM",2
6867,Winifred Runolfsson,Mediocre Wooden Bench,110.93,5.55,116.48,,"maio 20, 2024, 9:49 PM",4
6868,Winifred Runolfsson,Ergonomic Plastic Bench,50.38,2.52,45.77,7.13,"julho 27, 2025, 10:48 AM",4
6869,Winifred Runolfsson,Practical Bronze Computer,87.47,4.37,91.84,,"abril 16, 2025, 7:31 AM",3
6870,Winifred Runolfsson,Heavy-Duty Cotton Bottle,128.82,6.44,135.26,,"agosto 18, 2024, 8:27 PM",8
6871,Winifred Runolfsson,Aerodynamic Cotton Bottle,84.08,4.2,88.28,,"janeiro 15, 2025, 5:10 AM",2
6872,Winifred Runolfsson,Practical Silk Bottle,84.49,4.22,88.71,,"maio 3, 2025, 2:00 PM",4
6873,Winifred Runolfsson,Rustic Silk Pants,47.04,2.35,49.39,,"novembro 25, 2025, 9:45 AM",3
6874,Winifred Runolfsson,Practical Plastic Keyboard,77.91,3.9,81.81,,"fevereiro 5, 2025, 6:05 PM",2
6875,Winifred Runolfsson,Rustic Paper Wallet,29.46,1.47,30.93,,"novembro 10, 2023, 12:15 PM",3
6876,Winifred Runolfsson,Enormous Leather Wallet,57.92,2.9,60.82,,"agosto 14, 2024, 5:44 AM",6
6877,Winifred Runolfsson,Durable Iron Knife,49.82,2.49,52.31,,"março 2, 2025, 10:35 PM",1
6878,Winifred Runolfsson,Gorgeous Linen Keyboard,43.44,2.17,45.61,,"junho 26, 2025, 2:45 PM",7
6879,Walker Harris,Awesome Plastic Watch,34.09,2.13,36.22,,"março 13, 2023, 4:05 PM",1
6880,Walker Harris,Awesome Bronze Plate,109.22,6.83,116.05,,"novembro 15, 2024, 11:32 PM",3
6881,Walker Harris,Mediocre Rubber Shoes,95.77,5.99,101.76,,"março 10, 2024, 8:16 PM",1
6882,Walker Harris,Small Plastic Computer,47.74,2.98,50.72,,"abril 24, 2024, 2:26 PM",4
6883,Walker Harris,Heavy-Duty Copper Gloves,20.41,1.28,12.93,8.76,"setembro 23, 2023, 3:16 AM",5
6884,Walker Harris,Synergistic Wool Coat,128.55,8.03,136.58,,"maio 26, 2024, 11:28 PM",4
6885,Walker Harris,Practical Plastic Keyboard,77.91,4.87,82.78,,"agosto 21, 2025, 1:12 AM",8
6886,Maye Rath,Aerodynamic Copper Knife,38.3,2.3,40.6,,"abril 11, 2025, 6:21 PM",4
6887,Maye Rath,Aerodynamic Granite Bottle,41.24,2.47,43.71,,"fevereiro 7, 2025, 9:13 PM",2
6888,Maye Rath,Gorgeous Marble Plate,99.85,5.99,105.84,,"dezembro 4, 2024, 4:26 PM",3
6889,Maye Rath,Small Concrete Knife,55.02,3.3,58.32,,"agosto 4, 2025, 3:29 PM",8
6890,Maye Rath,Ergonomic Leather Pants,22.38,1.34,23.72,,"abril 6, 2023, 8:56 AM",2
6891,Maye Rath,Heavy-Duty Steel Watch,60.9,3.65,64.55,,"maio 31, 2024, 7:23 PM",5
6892,Maye Rath,Ergonomic Paper Wallet,64.17,3.85,68.02,,"março 16, 2025, 5:15 PM",1
6893,Maye Rath,Awesome Iron Hat,133.52,8.01,141.53,,"setembro 6, 2025, 5:57 AM",7
6894,Maye Rath,Gorgeous Linen Bottle,117.26,7.04,124.3,,"dezembro 19, 2025, 10:23 AM",2
6895,Maye Rath,Rustic Rubber Clock,105.65,6.34,111.99,,"agosto 4, 2025, 11:13 PM",8
6896,Maye Rath,Mediocre Wooden Table,47.68,2.86,50.54,,"junho 21, 2025, 8:53 AM",7
6897,Maye Rath,Sleek Granite Pants,82.8,4.97,87.77,,"fevereiro 12, 2026, 11:05 AM",1
6898,Maye Rath,Rustic Silk Pants,47.04,2.82,49.86,,"março 27, 2026, 8:44 AM",1
6899,Maye Rath,Incredible Bronze Pants,44.07,2.64,46.71,,"março 15, 2023, 8:39 AM",1
6900,Maye Rath,Rustic Rubber Clock,105.65,6.34,111.99,,"outubro 23, 2025, 7:47 AM",6
6901,Maye Rath,Awesome Cotton Shoes,75.03,4.5,79.53,,"fevereiro 14, 2026, 7:37 AM",2
6902,Maye Rath,Rustic Paper Wallet,29.46,1.77,31.23,,"novembro 24, 2023, 5:26 PM",4
6903,Maye Rath,Sleek Marble Clock,63.82,3.83,67.65,,"janeiro 27, 2026, 11:54 PM",3
6904,Maye Rath,Ergonomic Rubber Bench,55.53,3.33,58.86,,"junho 1, 2025, 6:39 PM",9
6905,Gaston Dicki,Small Concrete Knife,55.02,0,55.02,,"janeiro 19, 2024, 6:19 AM",3
6906,Gaston Dicki,Synergistic Copper Computer,33.88,0,33.88,,"outubro 5, 2024, 9:50 PM",6
6907,Gaston Dicki,Heavy-Duty Silk Car,104.82,0,104.82,,"outubro 10, 2025, 8:37 PM",4
6908,Gaston Dicki,Gorgeous Linen Keyboard,43.44,0,39.82,3.62,"novembro 18, 2024, 11:17 AM",2
6909,Gaston Dicki,Practical Paper Bag,42.49,0,42.49,,"dezembro 11, 2025, 6:49 AM",2
6910,Gaston Dicki,Sleek Aluminum Watch,89.2,0,89.2,,"novembro 2, 2025, 9:33 AM",4
6911,Gaston Dicki,Incredible Concrete Keyboard,123.12,0,123.12,,"dezembro 10, 2024, 9:40 AM",3
6912,Gaston Dicki,Aerodynamic Paper Coat,63.51,0,63.51,,"maio 18, 2025, 4:41 PM",4
6913,Gaston Dicki,Lightweight Wool Bag,60.58,0,60.58,,"julho 7, 2024, 11:51 PM",4
6914,Gaston Dicki,Mediocre Marble Lamp,105.2,0,105.2,,"outubro 6, 2025, 1:30 PM",6
6915,Aurelio Parker,Aerodynamic Concrete Lamp,70.15,4.38,74.53,,"setembro 17, 2025, 11:22 AM",5
6916,Aurelio Parker,Aerodynamic Granite Bench,80.4,5.02,85.42,,"julho 9, 2025, 11:58 PM",5
6917,Aurelio Parker,Mediocre Wooden Bench,110.93,6.93,117.86,,"dezembro 4, 2025, 5:53 AM",3
6918,Aurelio Parker,Sleek Bronze Lamp,92.97,5.81,90.66,8.12,"dezembro 2, 2024, 10:00 AM",3
6919,Aurelio Parker,Mediocre Leather Coat,76.95,4.81,81.76,,"novembro 1, 2023, 5:33 PM",4
6920,Aurelio Parker,Awesome Concrete Shoes,25.1,1.57,26.67,,"junho 29, 2023, 2:06 PM",6
6921,Aurelio Parker,Lightweight Steel Watch,76.78,4.8,81.58,,"novembro 3, 2024, 1:18 AM",3
6922,Douglas Prosacco,Small Concrete Knife,55.02,4.13,59.15,,"julho 11, 2024, 4:48 PM",5
6923,Douglas Prosacco,Lightweight Copper Wallet,68.32,5.12,73.44,,"novembro 11, 2024, 5:27 PM",2
6924,Douglas Prosacco,Aerodynamic Linen Coat,98.82,7.41,106.23,,"junho 4, 2023, 12:09 PM",6
6925,Douglas Prosacco,Incredible Granite Toucan,80.11,6.01,86.12,,"agosto 21, 2025, 1:33 PM",7
6926,Douglas Prosacco,Gorgeous Bronze Hat,122.42,9.18,131.6,,"janeiro 21, 2025, 5:25 PM",2
6927,Douglas Prosacco,Practical Steel Table,78.15,5.86,84.01,,"setembro 24, 2025, 10:33 AM",6
6928,Douglas Prosacco,Gorgeous Linen Bottle,117.26,8.79,126.05,,"fevereiro 27, 2025, 2:34 AM",2
6929,Douglas Prosacco,Durable Cotton Shirt,69.18,5.19,74.37,,"julho 2, 2025, 6:18 PM",5
6930,Taryn Schoen,Rustic Concrete Bottle,42.67,2.56,45.23,,"janeiro 21, 2023, 5:18 AM",2
6931,Taryn Schoen,Rustic Silk Pants,31.36,1.88,33.24,,"julho 19, 2023, 12:02 PM",4
6932,Taryn Schoen,Durable Rubber Computer,114.58,6.87,121.45,,"julho 23, 2025, 10:29 PM",5
6933,Taryn Schoen,Gorgeous Paper Bag,97.7,5.86,103.56,,"abril 8, 2025, 5:46 PM",4
6934,Taryn Schoen,Rustic Concrete Bottle,64.01,3.84,67.85,,"setembro 19, 2024, 4:19 PM",5
6935,Taryn Schoen,Enormous Granite Bottle,30.54,1.83,28.1,4.27,"junho 2, 2023, 1:07 AM",7
6936,Taryn Schoen,Gorgeous Wooden Car,122.37,7.34,129.71,,"setembro 27, 2025, 10:28 PM",5
6937,Taryn Schoen,Aerodynamic Granite Bench,80.4,4.82,85.22,,"novembro 6, 2024, 11:16 PM",3
6938,Taryn Schoen,Sleek Leather Toucan,106.44,6.39,112.83,,"março 30, 2025, 4:59 AM",1
6939,Taryn Schoen,Gorgeous Copper Knife,33.57,2.01,35.58,,"agosto 7, 2024, 8:54 PM",6
6940,Taryn Schoen,Rustic Concrete Bottle,64.01,3.84,67.85,,"janeiro 8, 2024, 6:35 AM",2
6941,Taryn Schoen,Sleek Plastic Shoes,138.98,8.34,147.32,,"outubro 25, 2025, 7:36 PM",5
6942,Taryn Schoen,Aerodynamic Paper Coat,63.51,3.81,67.32,,"abril 8, 2025, 3:04 PM",3
6943,Taryn Schoen,Fantastic Leather Watch,117.32,7.04,124.36,,"janeiro 10, 2024, 11:48 AM",2
6944,Jailyn Hickle,Sleek Aluminum Clock,41.62,2.08,43.7,,"abril 27, 2025, 4:47 AM",2
6945,Jailyn Hickle,Aerodynamic Granite Bottle,41.24,2.06,43.3,,"dezembro 31, 2024, 5:46 PM",2
6946,Jailyn Hickle,Mediocre Silk Bottle,112.42,5.62,118.04,,"janeiro 6, 2026, 4:28 PM",2
6947,Jailyn Hickle,Intelligent Wooden Gloves,37.33,1.87,39.2,,"setembro 23, 2025, 12:08 PM",4
6948,Jailyn Hickle,Incredible Plastic Watch,113.95,5.7,119.65,,"setembro 26, 2025, 7:24 PM",5
6949,Jailyn Hickle,Small Rubber Clock,57.49,2.87,60.36,,"maio 2, 2025, 7:54 PM",5
6950,Jailyn Hickle,Heavy-Duty Copper Gloves,30.62,1.53,27.88,4.27,"abril 5, 2024, 9:10 AM",2
6951,Jailyn Hickle,Sleek Marble Clock,63.82,3.19,67.01,,"janeiro 4, 2026, 12:13 PM",2
6952,Jailyn Hickle,Awesome Cotton Shoes,75.03,3.75,78.78,,"dezembro 19, 2024, 1:41 PM",3
6953,Jailyn Hickle,Incredible Bronze Pants,66.11,3.31,69.42,,"março 5, 2025, 7:35 PM",1
6954,Jailyn Hickle,Heavy-Duty Cotton Bottle,128.82,6.44,135.26,,"janeiro 23, 2025, 2:53 PM",3
6955,Adonis Ritchie,Ergonomic Wool Bag,40.45,2.33,42.78,,"fevereiro 23, 2025, 2:35 AM",2
6956,Coleman Beier,Lightweight Leather Gloves,44.05,2.86,46.91,,"outubro 29, 2023, 9:00 PM",6
6957,Coleman Beier,Synergistic Leather Coat,73.39,4.77,78.16,,"maio 13, 2025, 3:55 AM",4
6958,Coleman Beier,Enormous Granite Wallet,133.52,8.68,142.2,,"janeiro 31, 2025, 1:03 PM",2
6959,Coleman Beier,Rustic Paper Car,29.8,1.94,31.74,,"março 24, 2025, 1:27 AM",1
6960,Coleman Beier,Synergistic Marble Keyboard,74.87,4.87,79.74,,"março 22, 2023, 12:31 AM",1
6961,Coleman Beier,Heavy-Duty Silk Car,69.88,4.54,74.42,,"junho 12, 2023, 11:34 PM",8
6962,Coleman Beier,Durable Marble Watch,68.62,4.46,73.08,,"julho 11, 2024, 8:54 PM",6
6963,Coleman Beier,Lightweight Linen Coat,29.29,1.9,31.19,,"setembro 9, 2023, 4:40 PM",6
6964,Coleman Beier,Sleek Granite Pants,82.8,5.38,88.18,,"março 26, 2026, 2:17 AM",1
6965,Coleman Beier,Synergistic Marble Keyboard,74.87,4.87,79.74,,"fevereiro 13, 2023, 12:46 PM",2
6966,Coleman Beier,Aerodynamic Copper Knife,38.3,2.49,40.79,,"fevereiro 22, 2026, 5:48 PM",2
6967,Coleman Beier,Sleek Paper Toucan,116.01,7.54,123.55,,"abril 6, 2026, 1:54 AM",30
6968,Coleman Beier,Rustic Linen Keyboard,118.05,7.67,125.72,,"julho 29, 2025, 2:27 AM",6
6969,Coleman Beier,Lightweight Granite Hat,47.04,3.06,50.1,,"novembro 9, 2025, 2:46 AM",4
6970,Coleman Beier,Ergonomic Marble Computer,70.35,4.57,74.92,,"abril 2, 2026, 10:41 AM",4
6971,Coleman Beier,Sleek Copper Watch,66.8,4.34,71.14,,"fevereiro 21, 2026, 12:21 AM",2
6972,Jude Ward,Aerodynamic Leather Toucan,139.89,5.91,145.8,,"junho 6, 2024, 4:04 PM",6
6973,Jude Ward,Ergonomic Granite Bottle,67.77,2.86,70.63,,"janeiro 18, 2026, 5:02 AM",2
6974,Jude Ward,Sleek Bronze Lamp,92.97,3.93,96.9,,"dezembro 22, 2024, 2:03 AM",2
6975,Jude Ward,Fantastic Wool Shirt,35.15,1.49,36.64,,"abril 19, 2023, 12:15 AM",3
6976,Jude Ward,Sleek Leather Table,73.65,3.11,76.76,,"março 10, 2023, 11:35 PM",1
6977,Jude Ward,Lightweight Linen Bottle,70.28,2.97,73.25,,"março 24, 2023, 10:58 AM",1
6978,Jude Ward,Rustic Iron Bench,61.2,2.59,63.79,,"maio 28, 2025, 12:10 AM",3
6979,Jude Ward,Heavy-Duty Linen Toucan,70.15,2.96,73.11,,"março 25, 2025, 5:29 PM",1
6980,Jude Ward,Durable Copper Clock,74.95,3.17,76.2,1.91,"maio 31, 2023, 8:47 PM",3
6981,Jude Ward,Awesome Granite Car,75.65,3.2,78.85,,"agosto 6, 2024, 10:16 PM",6
6982,Jude Ward,Heavy-Duty Linen Gloves,128.58,5.43,134.01,,"agosto 6, 2025, 7:30 AM",6
6983,Jude Ward,Practical Wool Hat,83.5,3.53,87.03,,"julho 13, 2023, 5:18 AM",4
6984,Jude Ward,Fantastic Leather Watch,78.22,3.3,81.52,,"junho 6, 2023, 8:15 AM",5
6985,Jude Ward,Sleek Wool Wallet,118.05,4.99,123.04,,"janeiro 28, 2026, 1:18 PM",16
6986,Jude Ward,Lightweight Steel Knife,67.83,2.87,70.7,,"junho 11, 2024, 11:22 AM",3
6987,Jude Ward,Practical Plastic Keyboard,77.91,3.29,81.2,,"fevereiro 5, 2025, 6:39 PM",1
6988,Jude Ward,Intelligent Granite Hat,139.89,5.91,145.8,,"novembro 26, 2024, 12:42 PM",2
6989,Jude Ward,Awesome Wool Bench,61.2,2.59,63.79,,"abril 21, 2025, 8:11 AM",2
6990,Jude Ward,Rustic Paper Bench,94.8,4.01,98.81,,"julho 19, 2023, 6:52 AM",4
6991,Lacy Gleichner,Awesome Rubber Wallet,38,2.38,40.38,,"fevereiro 8, 2026, 2:11 PM",1
6992,Lacy Gleichner,Small Wool Wallet,27.55,1.72,29.27,,"junho 21, 2023, 10:48 PM",7
6993,Lacy Gleichner,Sleek Marble Clock,63.82,3.99,67.81,,"abril 4, 2025, 5:10 PM",2
6994,Lacy Gleichner,Ergonomic Paper Wallet,64.17,4.01,68.18,,"março 17, 2026, 8:45 PM",1
6995,Lacy Gleichner,Aerodynamic Granite Bottle,41.24,2.58,43.82,,"agosto 17, 2024, 3:43 AM",6
6996,Lacy Gleichner,Small Marble Shoes,105.12,6.57,111.69,,"setembro 7, 2025, 7:03 PM",4
6997,Lacy Gleichner,Enormous Cotton Pants,126.2,7.89,134.09,,"abril 3, 2024, 12:53 AM",3
6998,Lacy Gleichner,Rustic Linen Keyboard,118.05,7.38,125.43,,"julho 10, 2025, 6:27 PM",5
6999,Lacy Gleichner,Mediocre Wooden Table,47.68,2.98,47.49,3.17,"agosto 20, 2024, 7:20 AM",6
7000,Lacy Gleichner,Intelligent Bronze Knife,62.09,3.88,65.97,,"junho 19, 2025, 4:41 AM",4
7001,Lacy Gleichner,Synergistic Rubber Shoes,38.42,2.4,40.82,,"junho 13, 2023, 2:17 PM",4
7002,Lacy Gleichner,Ergonomic Rubber Bench,37.02,2.31,39.33,,"julho 16, 2023, 7:52 PM",3
7003,Lacy Gleichner,Lightweight Wool Computer,126.05,7.88,133.93,,"junho 8, 2024, 10:37 PM",4
7004,Lacy Gleichner,Incredible Concrete Watch,109.78,6.86,116.64,,"agosto 9, 2024, 12:03 PM",5
7005,Lacy Gleichner,Awesome Silk Car,36.37,2.27,38.64,,"agosto 17, 2024, 2:41 PM",7
7006,Lacy Gleichner,Incredible Aluminum Knife,46.1,2.88,41.31,7.67,"março 5, 2023, 3:47 AM",1
7007,Lacy Gleichner,Heavy-Duty Rubber Gloves,47.59,2.97,50.56,,"agosto 5, 2025, 8:57 PM",7
7008,Lacy Gleichner,Small Rubber Clock,38.33,2.4,40.73,,"dezembro 21, 2022, 6:39 PM",1
7009,Lacy Gleichner,Small Marble Hat,97.44,6.09,103.53,,"março 24, 2025, 5:54 PM",1
7010,Lacy Gleichner,Rustic Rubber Knife,65.09,4.07,69.16,,"março 22, 2025, 8:21 PM",1
7011,Lacy Gleichner,Ergonomic Marble Computer,46.9,2.93,49.83,,"janeiro 9, 2023, 7:14 PM",1
7012,Lacy Gleichner,Sleek Marble Clock,63.82,3.99,67.81,,"dezembro 12, 2024, 7:41 PM",1
7013,Lacy Gleichner,Incredible Silk Shoes,87.62,5.48,93.1,,"agosto 17, 2023, 4:54 PM",7
7014,Phoebe Mann,Fantastic Rubber Knife,43.78,2.08,45.86,,"setembro 7, 2024, 12:29 PM",5
7015,Phoebe Mann,Gorgeous Paper Bag,97.7,4.64,102.34,,"novembro 25, 2024, 9:47 AM",3
7016,Phoebe Mann,Durable Cotton Bench,139.82,6.64,146.46,,"outubro 4, 2025, 10:06 AM",7
7017,Phoebe Mann,Aerodynamic Rubber Bench,71.63,3.4,67.65,7.38,"novembro 14, 2024, 5:44 PM",4
7018,Phoebe Mann,Incredible Linen Knife,45.55,2.16,47.71,,"março 31, 2023, 3:55 AM",1
7019,Phoebe Mann,Fantastic Steel Knife,52.72,2.5,55.22,,"fevereiro 4, 2025, 6:27 PM",2
7020,Phoebe Mann,Heavy-Duty Linen Gloves,128.58,6.11,134.69,,"janeiro 9, 2025, 5:52 AM",2
7021,Phoebe Mann,Sleek Wool Wallet,78.7,3.74,82.44,,"maio 23, 2022, 3:28 AM",5
7022,Phoebe Mann,Enormous Copper Shirt,70.15,3.33,73.48,,"agosto 10, 2025, 1:09 PM",8
7023,Hollis Rau,Small Rubber Clock,57.49,0,57.49,,"março 15, 2025, 2:38 PM",1
7024,Hollis Rau,Enormous Leather Wallet,57.92,0,57.92,,"abril 23, 2024, 1:19 PM",3
7025,Hollis Rau,Rustic Linen Keyboard,118.05,0,118.05,,"janeiro 16, 2026, 4:04 PM",2
7026,Amanda Boehm,Ergonomic Iron Watch,105.08,6.3,111.38,,"dezembro 21, 2024, 9:52 PM",2
7027,Amanda Boehm,Fantastic Aluminum Bottle,116.87,7.01,123.88,,"fevereiro 3, 2026, 9:19 AM",2
7028,Amanda Boehm,Lightweight Steel Knife,45.22,2.71,47.93,,"janeiro 7, 2023, 6:11 AM",2
7029,Amanda Boehm,Gorgeous Bronze Hat,81.61,4.9,86.51,,"julho 25, 2022, 6:49 PM",6
7030,Amanda Boehm,Fantastic Rubber Knife,43.78,2.63,46.41,,"maio 1, 2024, 2:12 PM",4
7031,Amanda Boehm,Incredible Concrete Keyboard,123.12,7.39,130.51,,"outubro 16, 2024, 11:12 PM",5
7032,Amanda Boehm,Heavy-Duty Rubber Gloves,47.59,2.86,50.45,,"janeiro 31, 2026, 9:52 AM",2
7033,Amanda Boehm,Rustic Paper Bench,142.2,8.53,150.73,,"fevereiro 19, 2025, 6:44 PM",2
7034,Amanda Boehm,Aerodynamic Granite Bottle,27.5,1.65,29.15,,"agosto 23, 2023, 1:34 PM",6
